id,question_id,selected_option,reason_text
947,127,A,朋友笑我轴，轴就轴吧。
948,127,A,经验写脸上了，我不再装大度。
949,127,A,心软有限度，这回我先护自己。
950,127,A,分开这段像考试，我想亲眼看他交卷。
951,127,B,同样的坑跳两次，我当自己是傻瓜。
952,127,B,这判断我自己买单，谁劝都白搭。
953,127,B,我知道不漂亮，可我认这性子。
954,127,B,分手是有原因的，那个原因不会因为时间消失。
955,127,B,我会直接拒绝，对两个人都好。
956,127,B,复合像二刷烂片，结局我闭着眼都知道。
957,127,B,经验写脸上了，我不再装大度。
958,127,B,一条动态能把我打回原点，我选择划走。
959,127,B,丑话说前头：我就这样选。
960,127,B,心软有限度，这回我先护自己。
961,128,A,这判断我自己买单，谁劝都白搭。
962,128,A,我在家人面前总有点别扭，被催婚太多次，我已经训练出了条件反射。
963,128,A,说到底我在家人面前总有点别扭，我会准备几个笑话转移话题，避免正面回答。
964,128,A,一回家就会自动防备，提前想好怎么应付，过年才能过得轻松点，我认。
965,128,A,我最烦家里替我操心过头，我甚至会把工资往低了报，让他们没话找话。
966,128,A,经验写脸上了，我不再装大度。
967,128,A,我知道不漂亮，可我认这性子。
968,128,A,丑话说前头：我就这样选。
969,128,A,我最怕家里顺着话题追问，提前想好怎么应付，过年才能过得轻松点。
970,128,A,我甚至会把工资往低了报，让他们没话找话，回家以后我只想少说两句。
971,128,B,我最烦家里替我操心过头，我懒得想，他们问什么我随便应付两句。
972,128,B,我在家人面前总有点别扭，每次临场发挥，反正也就那几句话。
973,128,B,我知道不漂亮，可我认这性子。
974,128,B,我在亲戚面前特别爱面子，我不怕他们问，问烦了我就假装接电话走开。
975,128,B,最烦家里替我操心过头，临场发挥更有趣，看他们能问到什么程度。
976,128,B,这判断我自己买单，谁劝都白搭。
977,128,B,我最怕家里顺着话题追问，每次临场发挥，反正也就那几句话。
978,128,B,心软有限度，这回我先护自己。
979,128,B,丑话说前头：我就这样选。
980,128,B,经验写脸上了，我不再装大度。
981,129,A,经验写脸上了，我不再装大度。
982,129,A,我不喜欢为了面子撒谎，谈恋爱没什么需要藏的，父母迟早要知道。
983,129,A,我知道不漂亮，可我认这性子。
984,129,A,我一向有什么说什么，我分享欲很强，根本憋不住。
985,129,A,心软有限度，这回我先护自己。
986,129,A,这判断我自己买单，谁劝都白搭。
987,129,A,谈恋爱没什么需要藏的，父母迟早要知道。
988,129,A,一恋爱我就想报备，妈是我的树洞。
989,129,A,丑话说前头：我就这样选。
990,129,A,说明我不是玩玩，有话直说对我最省心，告诉父母也是一种认真。
991,129,B,这判断我自己买单，谁劝都白搭。
992,129,B,我在家人面前总有点别扭，父母知道了会问东问西，我想有自己的空间。
993,129,B,是一回家就会自动防备，上一段我刚说没多久就分手了，被我妈念叨。
994,129,B,我知道不漂亮，可我认这性子。
995,129,B,在家人面前总有点别扭，等确定要长期发展了，再介绍给父母也不迟。
996,129,B,不然万一分手很尴尬，我不想把私事交代给全家，我想等感情稳定了再说。
997,129,B,我想有自己的空间，我不想把私事交代给全家，父母知道了会问东问西。
998,129,B,被我妈念叨了一年，回家以后我只想少说两句，上一段我刚说没多久就分手了。
999,129,B,丑话说前头：我就这样选。
1000,129,B,等确定要长期发展了，再介绍给父母也不迟，我最怕家里顺着话题追问。
1001,130,A,这判断我自己买单，谁劝都白搭。
1002,130,A,我不喜欢为了面子撒谎，情侣之间看手机很正常，反正我也没什么秘密。
1003,130,A,互相透明我才踏实，藏着掖着更累。
1004,130,A,我这人不爱藏着掖着，坦荡一点，感情会更稳固。
1005,130,A,我知道不漂亮，可我认这性子。
1006,130,A,丑话说前头：我就这样选。
1007,130,A,没什么见不得人的，手机给他看我反而轻松。
1008,130,A,公平交换：你看我的，我也看你的。
1009,130,A,坦荡一点，感情会更稳固，我不想为了面子编故事。
1010,130,A,看就看呗，藏着掖着反而让我更累，又没聊什么不该聊的。
1011,130,B,手机是我的抽屉，谁翻我跟谁急。
1012,130,B,这判断我自己买单，谁劝都白搭。
1013,130,B,我知道不漂亮，可我认这性子。
1014,130,B,信任是相互的，不是靠查手机建立的。
1015,130,B,骂前任越凶，我越怀疑他还陷在里面。
1016,130,B,伴侣也不是搜查令，边界我画死。
1017,130,B,心软有限度，这回我先护自己。
1018,130,B,朋友笑我轴，轴就轴吧。
1019,130,B,丑话说前头：我就这样选。
1020,130,B,经验写脸上了，我不再装大度。
1021,131,A,这判断我自己买单，谁劝都白搭。
1022,131,A,我知道不漂亮，可我认这性子。
1023,131,A,追出去不是认输，是不想问题恶化。
1024,131,A,丑话说前头：我就这样选。
1025,131,A,心软有限度，这回我先护自己。
1026,131,A,追过一次被吼回来，我学会把空间还他。
1027,131,A,其实门摔上的那一刻我太慌了，怕他就。
1028,131,A,心里会一直惦记，追出去不是认输，是不想问题恶化，我嘴上不说。
1029,131,A,经验写脸上了，我不再装大度。
1030,131,A,不漂亮但我认：有一次我没追，他真的一夜没回来。
1031,131,B,我会让他冷静一下，追出去只会让争吵升级。
1032,131,B,这判断我自己买单，谁劝都白搭。
1033,131,B,话堵在嗓子眼，我需要隔夜再开口。
1034,131,B,等他冷静了，再好好谈比当场拉扯有效。
1035,131,B,我知道不漂亮，可我认这性子。
1036,131,B,丑话说前头：我就这样选。
1037,131,B,经验写脸上了，我不再装大度。
1038,131,B,嘴上一快就后悔，我得先把自己摁静音。
1039,131,B,心软有限度，这回我先护自己。
1040,131,B,追过一次被吼回来，我学会把空间还他。
1041,132,A,这判断我自己买单，谁劝都白搭。
1042,132,A,我知道不漂亮，可我认这性子。
1043,132,A,丑话说前头：我就这样选。
1044,132,A,我想证明我真的放下了，可以笑着参加他的婚礼。
1045,132,A,共同朋友多，不去反而显得我还在意。
1046,132,A,经验写脸上了，我不再装大度。
1047,132,A,心软有限度，这回我先护自己。
1048,132,A,去一趟，以后就不会遗憾了。
1049,132,A,朋友笑我轴，轴就轴吧。
1050,132,A,深夜想通一件事：别硬撑体面。
1051,132,B,这判断我自己买单，谁劝都白搭。
1052,132,B,我知道不漂亮，可我认这性子。
1053,132,B,深夜想通一件事：别硬撑体面。
1054,132,B,丑话说前头：我就这样选。
1055,132,B,经验写脸上了，我不再装大度。
1056,132,B,心软有限度，这回我先护自己。
1057,132,B,朋友笑我轴，轴就轴吧。
1058,132,B,身体先报警，我选择听身体的。
1059,132,B,矫情归我，真心也归我。
1060,132,B,我可以慢，但不能违心。
1061,133,A,感情就是要一起扛，一个人扛太累了。
1062,133,A,遇到困难的时候，他在身边比什么都重要。
1063,133,A,会一起想办法，两个人总比一个人强。
1064,133,A,这判断我自己买单，谁劝都白搭。
1065,133,A,我知道不漂亮，可我认这性子。
1066,133,A,丑话说前头：我就这样选。
1067,133,A,心里会一直惦记，遇到困难的时候，他在身边比什么都重要，我嘴上不说。
1068,133,A,朋友笑我轴，轴就轴吧。
1069,133,A,经验写脸上了，我不再装大度。
1070,133,A,心软有限度，这回我先护自己。
1071,133,B,这判断我自己买单，谁劝都白搭。
1072,133,B,我知道不漂亮，可我认这性子。
1073,133,B,每个人都有自己要面对的课题。
1074,133,B,深夜想通一件事：别硬撑体面。
1075,133,B,我懒得让他觉得我在依赖他。
1076,133,B,朋友笑我轴，轴就轴吧。
1077,133,B,烂摊子我先扛，不想拖他一起失眠。
1078,133,B,丑话说前头：我就这样选。
1079,133,B,经验写脸上了，我不再装大度。
1080,133,B,心软有限度，这回我先护自己。
1081,134,A,这判断我自己买单，谁劝都白搭。
1082,134,A,我知道不漂亮，可我认这性子。
1083,134,A,我在亲戚面前特别爱面子，有时候父母介绍的人反而条件不错。
1084,134,A,丑话说前头：我就这样选。
1085,134,A,经验写脸上了，我不再装大度。
1086,134,A,见一面又才不会少块肉，说不定有惊喜，我不想把私事交代给全家。
1087,134,A,我就是妈已经唠叨半年了，见一下让她死心，亲戚一开口我就想躲。
1088,134,A,有时候父母介绍的人反而条件不错，我不想把私事交代给全家。
1089,134,A,心软有限度，这回我先护自己。
1090,134,A,拒绝过于多次，家里气氛会很僵，我不想把私事交代给全家。
1091,134,B,这判断我自己买单，谁劝都白搭。
1092,134,B,我对家里的安排特别逆反，相亲太像交易了，我接受不了。
1093,134,B,我知道不漂亮，可我认这性子。
1094,134,B,我自己的感情只想自己负责，见了没结果，回去还要被追问，烦。
1095,134,B,自己的感情只想自己负责，感情的事我想自己决定。
1096,134,B,心软有限度，这回我先护自己。
1097,134,B,丑话说前头：我就这样选。
1098,134,B,朋友笑我轴，轴就轴吧。
1099,134,B,经验写脸上了，我不再装大度。
1100,134,B,我不想为听话放弃喜欢，感情的事我想自己决定。
1101,135,A,这判断我自己买单，谁劝都白搭。
1102,135,A,他提前说我还能接受，偷偷去我就炸。
1103,135,A,单独吃饭在我这就是约会，我装不了大度。
1104,135,A,不是不信任，是边界感的问题。
1105,135,A,我知道不漂亮，可我认这性子。
1106,135,A,经验写脸上了，我不再装大度。
1107,135,A,知情权被偷了，比吃饭本身更让我火。
1108,135,A,骂前任越凶，我越怀疑他还陷在里面。
1109,135,A,丑话说前头：我就这样选。
1110,135,A,心软有限度，这回我先护自己。
1111,135,B,这判断我自己买单，谁劝都白搭。
1112,135,B,我知道不漂亮，可我认这性子。
1113,135,B,我相信他，也相信我们的感情。
1114,135,B,深夜想通一件事：别硬撑体面。
1115,135,B,管太死只会把关系搞得很累。
1116,135,B,心软有限度，这回我先护自己。
1117,135,B,朋友笑我轴，轴就轴吧。
1118,135,B,丑话说前头：我就这样选。
1119,135,B,经验写脸上了，我不再装大度。
1120,135,B,管太死恋爱像打卡上班，我拒绝打卡。
1121,136,A,嘴上哦一声，心里已经演完八集。
1122,136,A,我明知道会难受还是想看，我不会主动打听，但有人说起我就不想错过。
1123,136,A,心里却惦记，问了才能确认，我真的放下了，我嘴上说算了。
1124,136,A,我这人越不知道越会多想，我想知道他有没有新对象，是不是比我好。
1125,136,A,这判断我自己买单，谁劝都白搭。
1126,136,A,装作不在意，耳朵却竖成天线。
1127,136,A,我知道不漂亮，可我认这性子。
1128,136,A,我真的放下了，我总要亲眼看了才死心，问了才能确认。
1129,136,A,我总要亲眼看了才死心，我想知道他有没有新对象，是不是比我好。
1130,136,A,共同朋友提起的时候，我假装随意地问一下。
1131,136,B,我不爱为过去的事内耗，越听越难受，不如不听。
1132,136,B,我不喜欢给小事加戏，都分手了，他的事和我没关系。
1133,136,B,不喜欢给小事加戏，我怕问多了朋友觉得我还没放下。
1134,136,B,这判断我自己买单，谁劝都白搭。
1135,136,B,我知道不漂亮，可我认这性子。
1136,136,B,我只想把心思留给现在，越听越难受，不如不听。
1137,136,B,都分手了，他的事和我没关系。
1138,136,B,怕问多了朋友觉得我还没放下，我没兴趣继续为这事内耗。
1139,136,B,我就是不想让那些回忆再翻出来，过去的人不值得我再折腾。
1140,136,B,过去的人不值得我再折腾，每次听到他的消息，我都会好几天睡不好。
1141,137,A,消息已读不回，我能脑补出他不爱我的一百种理由。
1142,137,A,被晾着比吵架狠，至少吵的时候他还看我。
1143,137,A,宁可他吼我，也别把我晾成空气。
1144,137,A,我缺一句在意，没有就整夜翻来覆去。
1145,137,A,忙到消失一整天，我活得像单身，窝火。
1146,137,A,不回消息的空白里，我把自己想成备胎。
1147,137,A,冷暴力我过敏，一沾就浑身不对劲。
1148,137,A,吵可以，消失不行，我受不了这种蒸发。
1149,137,A,不安像蚂蚁，他不报平安我就被咬一夜。
1150,137,A,恋爱谈成独居，这种感觉我一秒都嫌长。
1151,137,B,这判断我自己买单，谁劝都白搭。
1152,137,B,我知道不漂亮，可我认这性子。
1153,137,B,连衣服都要报备的恋爱，我穿过一次就戒了。
1154,137,B,朋友笑我轴，轴就轴吧。
1155,137,B,丑话说前头：我就这样选。
1156,137,B,心软有限度，这回我先护自己。
1157,137,B,恋爱变查岗，我第一个想逃。
1158,137,B,身体先报警，我选择听身体的。
1159,137,B,经验写脸上了，我不再装大度。
1160,137,B,深夜想通一件事：别硬撑体面。
1161,138,A,这判断我自己买单，谁劝都白搭。
1162,138,A,我这人不爱藏着掖着，直接说下次他才知道我喜欢什么。
1163,138,A,我知道不漂亮，可我认这性子。
1164,138,A,我不爱演，诚实一点对两个人都省事。
1165,138,A,这人不爱藏着掖着，我会委婉地说，但肯定不会骗他。
1166,138,A,丑话说前头：我就这样选。
1167,138,A,直接说下次他才知道我喜欢什么。
1168,138,A,我又才不是演员，表情根本藏不住，藏着掖着反而让我更累。
1169,138,A,经验写脸上了，我不再装大度。
1170,138,A,会委婉地说，但肯定不会骗他，藏着掖着反而让我更累。
1171,138,B,这判断我自己买单，谁劝都白搭。
1172,138,B,礼物不重要，心意我收下了。
1173,138,B,我知道不漂亮，可我认这性子。
1174,138,B,丑话说前头：我就这样选。
1175,138,B,经验写脸上了，我不再装大度。
1176,138,B,礼物不对口我也能演喜欢，不想扫他兴。
1177,138,B,心意我收下了，我嘴上不说，心里会一直惦记，礼物不重要。
1178,138,B,心软有限度，这回我先护自己。
1179,138,B,心里会一直惦记，说出来以后他可能就不送了，更亏，我嘴上不说。
1180,138,B,朋友笑我轴，轴就轴吧。
1181,139,A,错了就认，这不是面子问题。
1182,139,A,我可以先低头，面子算什么，关系更金贵。
1183,139,A,谁对谁错很重要，不然下次还会犯。
1184,139,A,这判断我自己买单，谁劝都白搭。
1185,139,A,我道歉不是怂，是不想把错赖成自尊。
1186,139,A,我知道不漂亮，可我认这性子。
1187,139,A,冷战我耗不起，先开口不是怂是求生。
1188,139,A,丑话说前头：我就这样选。
1189,139,A,骂前任越凶，我越怀疑他还陷在里面。
1190,139,A,道歉是尊重，不是示弱，这条线谁来我都不让。
1191,139,B,这判断我自己买单，谁劝都白搭。
1192,139,B,对错没那么重要，感情才重要。
1193,139,B,我知道不漂亮，可我认这性子。
1194,139,B,丑话说前头：我就这样选。
1195,139,B,有时候先开口不代表错，只是更在乎。
1196,139,B,朋友笑我轴，轴就轴吧。
1197,139,B,经验写脸上了，我不再装大度。
1198,139,B,深夜想通一件事：别硬撑体面。
1199,139,B,身体先报警，我选择听身体的。
1200,139,B,心软有限度，这回我先护自己。
1201,140,A,这判断我自己买单，谁劝都白搭。
1202,140,A,嘴上说算了，心里却惦记，我会翻遍他最近的朋友圈，看他是不是还单身，我认。
1203,140,A,见面不是开门，是验货：真心还是嘴嗨。
1204,140,A,我知道不漂亮，可我认这性子。
1205,140,A,我明知道会难受还是想看，一个赞能让我脑补出一整部戏。
1206,140,A,不弄明白我今晚都睡不着，那个赞让我一晚上没睡好。
1207,140,A,会翻遍他最近的朋友圈，看他是不是还单身，我总要亲眼看了才死心。
1208,140,A,丑话说前头：我就这样选。
1209,140,A,甚至会想，要不要回赞他一条，不弄明白我今晚都睡不着。
1210,140,A,我就是一个赞能让我脑补出一整部戏，不弄明白我今晚都睡不着。
1211,140,B,我不喜欢给小事加戏，点个赞而已，又不能代表什么。
1212,140,B,也就是不喜欢给小事加戏，我都放下了，他还在不在我朋友圈我都无所谓。
1213,140,B,可能就是顺手点的，别想太多。
1214,140,B,这判断我自己买单，谁劝都白搭。
1215,140,B,我不爱为过去的事内耗，真要有话他早就直接找我了。
1216,140,B,点个赞而已，又不能代表什么，过去的人不值得我再折腾。
1217,140,B,丑话说前头：我就这样选。
1218,140,B,我知道不漂亮，可我认这性子。
1219,140,B,经验写脸上了，我不再装大度。
1220,140,B,我没兴趣继续为这事内耗，真要有话他早就直接找我了。
1221,141,A,我不喜欢为了面子撒谎，我想他就直接说，憋着干嘛。
1222,141,A,他听到这句话会开心，我也开心。
1223,141,A,我就是不喜欢为了面子撒谎，我每天都发，已经形成肌肉记忆。
1224,141,A,我一向有什么说什么，表达想念又不丢人。
1225,141,A,这判断我自己买单，谁劝都白搭。
1226,141,A,想他就直接说，憋着干嘛，我不想为了面子编故事。
1227,141,A,我知道不漂亮，可我认这性子。
1228,141,A,丑话说前头：我就这样选。
1229,141,A,表达想念又不丢人，我不想为了面子编故事。
1230,141,A,我怂，藏着掖着反而让我更累，有时候说完自己也会不好意。
1231,141,B,这判断我自己买单，谁劝都白搭。
1232,141,B,我知道不漂亮，可我认这性子。
1233,141,B,想他也不说，怕那三个字说多了变便宜。
1234,141,B,我只会在他先说的时候回一句我也想你。
1235,141,B,朋友笑我轴，轴就轴吧。
1236,141,B,丑话说前头：我就这样选。
1237,141,B,经验写脸上了，我不再装大度。
1238,141,B,想念我闷着，说多了那三个字就贬值。
1239,141,B,心软有限度，这回我先护自己。
1240,141,B,深夜想通一件事：别硬撑体面。
1241,142,A,这判断我自己买单，谁劝都白搭。
1242,142,A,我不喜欢为了面子撒谎，说实话反而没人继续追问了。
1243,142,A,不喜欢为了面子撒谎，我爸妈知道我工资，亲戚问也无所谓。
1244,142,A,没什么好装神秘的，我不喜欢撒谎，累。
1245,142,A,我知道不漂亮，可我认这性子。
1246,142,A,赚得还行，没什么好藏的，有话直说对我最省心。
1247,142,A,藏着掖着反而让我更累，说实话反而没人继续追问了。
1248,142,A,爸妈知道我工资，亲戚问也无所谓，我不想为了面子编故事。
1249,142,A,我就是不喜欢撒谎，累。
1250,142,A,他们爱怎么想怎么想，有话直说对我最省心，说个大概数字。
1251,142,B,我对钱这件事特别有主意，说多了他们借钱，说少了他们看不起。
1252,142,B,我吃过亏后对钱特别谨慎，我工资不高，说出来要被比较一圈。
1253,142,B,我承认自己在钱上很现实，我就说我够花，他们也没法继续问。
1254,142,B,敷衍一下就行，我对钱这件事特别有主意，亲戚问工资又不是真关心我。
1255,142,B,钱一牵扯感情我就警惕，我会把话题转移到他们孩子身上。
1256,142,B,说少了他们看不起，钱的事我从不假装洒脱，说多了他们借钱。
1257,142,B,我就是工资不高，说出来要被比较一圈，我不想拿钱考验感情。
1258,142,B,我也就是就说我够花，他们也没法继续问，我宁可小气也不想后悔。
1259,142,B,亲戚问工资像查户口，我习惯打太极糊弄。
1260,142,B,会把话题转移到他们孩子身上，钱的事我从不假装洒脱。
1261,143,A,骂前任越凶，我越怀疑他还陷在里面。
1262,143,A,这判断我自己买单，谁劝都白搭。
1263,143,A,他愿意跟我说，说明信任我。
1264,143,A,我知道不漂亮，可我认这性子。
1265,143,A,共情有时就是一起骂两句出气。
1266,143,A,我不想当情绪垃圾桶，旧账请他自己消化。
1267,143,A,一起骂能让我们更亲近。
1268,143,A,他把难堪掏给我，我当这是信任入场券。
1269,143,A,他掏难堪给我听，我先站他那边。
1270,143,A,前任做错事就该被骂。
1271,143,B,骂前任越凶，我越怀疑他还陷在里面。
1272,143,B,共情有限度，我不是他的出气筒。
1273,143,B,分手了还一直骂，显得很小气。
1274,143,B,一提前任我就想结束话题，矫情认了。
1275,143,B,我更想听我们的现在，不是他的旧战场。
1276,143,B,他越提前任，我越觉得自己像替身听众。
1277,143,B,吐槽两句行，开会批斗我不奉陪。
1278,143,B,我不想当情绪垃圾桶，旧账请他自己消化。
1279,143,B,他需要的是发泄，我需要的是边界。
1280,143,B,护短可以，别把恨意搬到我面前表演。
1281,144,A,心软有限度，这回我先护自己。
1282,144,A,深夜想通一件事：别硬撑体面。
1283,144,A,不打招呼反而显得还在意。
1284,144,A,我知道不漂亮，可我认这性子。
1285,144,A,丑话说前头：我就这样选。
1286,144,A,朋友笑我轴，轴就轴吧。
1287,144,A,这判断我自己买单，谁劝都白搭。
1288,144,A,经验写脸上了，我不再装大度。
1289,144,A,身体先报警，我选择听身体的。
1290,144,A,矫情归我，真心也归我。
1291,144,B,这判断我自己买单，谁劝都白搭。
1292,144,B,心软有限度，这回我先护自己。
1293,144,B,我知道不漂亮，可我认这性子。
1294,144,B,丑话说前头：我就这样选。
1295,144,B,装没看见对两个人都轻松。
1296,144,B,经验写脸上了，我不再装大度。
1297,144,B,朋友笑我轴，轴就轴吧。
1298,144,B,深夜想通一件事：别硬撑体面。
1299,144,B,差距把我耗成透明人，分手是我终于护自己。
1300,144,B,删的时候手抖，删完像卸了口气。
1301,146,A,这判断我自己买单，谁劝都白搭。
1302,146,A,我知道不漂亮，可我认这性子。
1303,146,A,心软有限度，这回我先护自己。
1304,146,A,丑话说前头：我就这样选。
1305,146,A,他能迟到，但要提前说。
1306,146,A,我的时间也金贵，别把迟到当默认设置。
1307,146,A,经验写脸上了，我不再装大度。
1308,146,A,受气装大度最蠢，我选择当场翻脸。
1309,146,A,守时是尊重，我较真认了。
1310,146,A,提前说我能等，一声不吭我记仇。
1311,146,B,这判断我自己买单，谁劝都白搭。
1312,146,B,心软有限度，这回我先护自己。
1313,146,B,为这点破事吵，我懒得抬杠，先把火摁住。
1314,146,B,等一次两次可以，每次都等我会爆炸。
1315,146,B,我知道不漂亮，可我认这性子。
1316,146,B,经验写脸上了，我不再装大度。
1317,146,B,朋友笑我轴，轴就轴吧。
1318,146,B,丑话说前头：我就这样选。
1319,146,B,我的时间也金贵，别把迟到当默认。
1320,146,B,深夜想通一件事：别硬撑体面。
1321,147,A,感情是我自己的事，父母不了解他。
1322,147,A,我对家里的安排特别逆反，我相信时间久了他们会接受。
1323,147,A,这判断我自己买单，谁劝都白搭。
1324,147,A,我知道不漂亮，可我认这性子。
1325,147,A,丑话说前头：我就这样选。
1326,147,A,经验写脸上了，我不再装大度。
1327,147,A,我相信时间久了他们会接受，我不想为听话放弃喜欢。
1328,147,A,心软有限度，这回我先护自己。
1329,147,A,我不想为听话放弃喜欢，我爸妈反对的理由我觉得很过时。
1330,147,A,先造成既定事实，再让父母慢慢认栽。
1331,147,B,父母一反对我腿就软，嘴硬心先投降。
1332,147,B,没家人撑腰我心里发虚，再爱也走不稳。
1333,147,B,我从小就习惯听父母的意见，我爸妈不会害我，他们的意见我会重视。
1334,147,B,如果两个人真的差距很大，长痛不如短痛。
1335,147,B,我知道不漂亮，可我认这性子。
1336,147,B,这判断我自己买单，谁劝都白搭。
1337,147,B,不被祝福的感情走不远，我嘴上不服，心里还是会听。
1338,147,B,我爸妈不会害我，他们的意见我会重视，我嘴上不服，心里还是会听。
1339,147,B,差距摆在那，再熬像慢性内耗。
1340,147,B,丑话说前头：我就这样选。
1341,148,A,我对过去的人一向很克制，东西好用就行，没必要跟过去较劲。
1342,148,A,我不爱为过去的事内耗，那是他送的围巾，冬天该戴还是戴。
1343,148,A,这判断我自己买单，谁劝都白搭。
1344,148,A,我不喜欢给小事加戏，我用着用着就忘了是他送的。
1345,148,A,不喜欢给小事加戏，继续用不代表我还爱他。
1346,148,A,东西好用就行，没必要跟过去较劲。
1347,148,A,过去的人不值得我再折腾，那是他送的围巾，冬天该戴还是戴。
1348,148,A,扔了还要花钱买，浪费，过去的人不值得我再折腾。
1349,148,A,用着用着就忘了是他送的，过去的人不值得我再折腾。
1350,148,A,继续用不代表我还爱他，过去的人不值得我再折腾。
1351,148,B,这判断我自己买单，谁劝都白搭。
1352,148,B,经验写脸上了，我不再装大度。
1353,148,B,我知道不漂亮，可我认这性子。
1354,148,B,新的感情里留着前任的东西，对现任不公平。
1355,148,B,心软有限度，这回我先护自己。
1356,148,B,旧物一露面心口咯噔，我选择眼不见。
1357,148,B,丑话说前头：我就这样选。
1358,148,B,我怂，不漂亮但我认：先塞进盒子，等心死了再处理，我拖。
1359,148,B,骂前任越凶，我越怀疑他还陷在里面。
1360,148,B,朋友笑我轴，轴就轴吧。
1361,149,A,这判断我自己买单，谁劝都白搭。
1362,149,A,我知道不漂亮，可我认这性子。
1363,149,A,日常关心谁都能做，表白是专属的。
1364,149,A,朋友笑我轴，轴就轴吧。
1365,149,A,丑话说前头：我就这样选。
1366,149,A,经验写脸上了，我不再装大度。
1367,149,A,心软有限度，这回我先护自己。
1368,149,A,矫情归我，真心也归我。
1369,149,A,深夜想通一件事：别硬撑体面。
1370,149,A,身体先报警，我选择听身体的。
1371,149,B,这判断我自己买单，谁劝都白搭。
1372,149,B,表白听多了会腻，日常的在乎才真实。
1373,149,B,其实他记得我不吃香菜，比喊爱我还让我腿软。
1374,149,B,天天说爱我腻，人在就行，别整花活。
1375,149,B,光说不做的人我见多了。
1376,149,B,雨天一句带伞，比钻戒动人，我认。
1377,149,B,嘴上功夫免了，把我的雷点记住就加分。
1378,149,B,爱不用天天播报，体现在不点香菜就够。
1379,149,B,我要的是出现，不是情话连麦。
1380,149,B,说爱廉价，记得口味的人我才信。
1381,150,A,我一着急就只想解决问题，她都哭成这样了，不分留着过年。
1382,150,A,说到底我一着急就只想解决问题，我看她在这段关系里太委屈了。
1383,150,A,这判断我自己买单，谁劝都白搭。
1384,150,A,我知道不漂亮，可我认这性子。
1385,150,A,有些问题不是沟通能解决的。
1386,150,A,哭成那样还劝合，我做不到冷血旁观。
1387,150,A,经验写脸上了，我不再装大度。
1388,150,A,心软有限度，这回我先护自己。
1389,150,A,朋友笑我轴，轴就轴吧。
1390,150,A,丑话说前头：我就这样选。
1391,150,B,这判断我自己买单，谁劝都白搭。
1392,150,B,感情里的事外人看不清，我不能乱劝。
1393,150,B,我会劝她再沟通一次，别冲动。
1394,150,B,我知道不漂亮，可我认这性子。
1395,150,B,心软有限度，这回我先护自己。
1396,150,B,经验写脸上了，我不再装大度。
1397,150,B,丑话说前头：我就这样选。
1398,150,B,朋友笑我轴，轴就轴吧。
1399,150,B,我只负责听，我嘴上不说，心里会一直惦记，分不分是她的事。
1400,150,B,心里会一直惦记，见过太多劝分的朋友最后自己打脸，我嘴上不说。
1401,151,A,这判断我自己买单，谁劝都白搭。
1402,151,A,我知道不漂亮，可我认这性子。
1403,151,A,心软有限度，这回我先护自己。
1404,151,A,丑话说前头：我就这样选。
1405,151,A,经验写脸上了，我不再装大度。
1406,151,A,其实这么重要的日子都忘了，我必须让。
1407,151,A,差距把我耗成透明人，分手是我终于护自己。
1408,151,A,朋友笑我轴，轴就轴吧。
1409,151,A,深夜想通一件事：别硬撑体面。
1410,151,A,身体先报警，我选择听身体的。
1411,151,B,我嘴硬起来连自己都骗，说出来像是在讨礼物，我觉得很没劲。
1412,151,B,嘴硬起来连自己都骗，他可能最近太忙了，我不想增加压力。
1413,151,B,我宁可自己憋着也不愿开口，装作不在意，其实心里记账。
1414,151,B,我不喜欢把期待说得太明白，我会暗示他，但不会明说。
1415,151,B,我最怕显得自己在讨什么，真的爱我的人不会每年都忘。
1416,151,B,我就是不想显得自己很在意，说出来像是在讨礼物，我觉得很没劲。
1417,151,B,我不想增加压力，我就是不想显得自己很在意，他可能最近太忙了。
1418,151,B,说到底我还是太要面子，装作不在意，其实心里记账。
1419,151,B,说到底我会暗示他，但不会明说，说到底我还是太要面子。
1420,151,B,我的嘴比心硬多了，真的爱我的人不会每年都忘。
1421,152,A,忙起来就没时间想他了。
1422,152,A,丑话说前头：我就这样选。
1423,152,A,这判断我自己买单，谁劝都白搭。
1424,152,A,新圈子新朋友，才是走出来的最快方式。
1425,152,A,我不等伤口结痂，直接用新生活盖上去。
1426,152,A,我知道不漂亮，可我认这性子。
1427,152,A,经验写脸上了，我不再装大度。
1428,152,A,心软有限度，这回我先护自己。
1429,152,A,一条动态能把我打回原点，我选择划走。
1430,152,A,放纵难过太奢侈，我用忙碌当麻醉。
1431,152,B,硬撑出来的新生活也是假的。
1432,152,B,这判断我自己买单，谁劝都白搭。
1433,152,B,我知道不漂亮，可我认这性子。
1434,152,B,朋友笑我轴，轴就轴吧。
1435,152,B,慢慢走出来，才不容易又陷回去。
1436,152,B,丑话说前头：我就这样选。
1437,152,B,经验写脸上了，我不再装大度。
1438,152,B,心软有限度，这回我先护自己。
1439,152,B,差距把我耗成透明人，分手是我终于护自己。
1440,152,B,一条动态能把我打回原点，我选择划走。
1441,154,A,丑话说前头：我就这样选。
1442,154,A,说到底我嘴上说算了，心里却惦记，我想知道他以前喜欢什么样的人。
1443,154,A,我好奇心重得有点丢人，看过之后才知道自己是不是替代品。
1444,154,A,我明知道会难受还是想看，我不会天天看，但偶尔会搜一下。
